title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Codziennik satyryczny ",Andrzej Krauze,"
hobby ",Nowy Świat,"
8373861203 ","
Autorzy, Jan Pietrzak i Andrzej Krauze, wyśmiewają się z życia politycznego w Polsce, ukazują absurdy i niecodzienne wydarzenia z polskiego Sejmu. ",,"
2004-01-01 ","
2004-01-01 ","
216 ","
polski ",,,
"
Powstańcze służby sanitarne. Warszawskie Termopile ",StanisŇāaw Kopf,"
historia ",Akson,"
8311098069 ","
KsińÖŇľka wieŇĄczńÖca tw√≥rczoŇõńá autora dotknińôtego cińôŇľkńÖ chorobńÖ jest wyrazem dzińôkczynienia sŇāuŇľbie sanitarnej Powstania Warszawskiego, kt√≥rńÖ tworzyŇāy harcerki, studentki, ochotniczki, sanitariuszki oraz bohaterscy
lekarze. ",,"
2004-01-01 ","
2004-01-01 ","
162 ",,,,
"
Słownik polsko-hiszpański z rozmówkami Minimum dla turysty ",praca zbiorowa,"
encyklopedie, słowniki ",Wydawnictwo WNT,"
9788320433227 ","
Minimum dla turysty. Słownik polsko-hiszpański z rozmówkami zawiera wybór przydatnych turystom terminów, uzupełniony przykładami często używanych zdań, podanymi w pobliżu odpowiednich hasłach. Terminy podano w kolejności alfabetycznej, a powtarzające się wyrazy zastąpiono znakiem ~. Przymiotniki zamieszczono z końcówkami rodzaju męskiego. W przypadkach, gdy istnieją dwie jednoznaczne formy terminu, pełna i skrócona, elementy, które mogą być pominięte, podano w nawiasach okrągłych. W nawiasach, kursywą, zamieszczono objaśnienia lub dopowiedzenia, kursywą podano też wyróżnienia gramatyczne. Odpowiedniki będące synonimami są oddzielone przecinkiem, odpowiedniki bliskoznaczne - średnikiem. Jeśli odpowiedniki dotyczą różnych znaczeń terminu polskiego, są oznaczone cyframi arabskimi. Przeznaczony jest dla turystów polskich wyjeżdżających do krajów hiszpańskojęzycznych, a także turystów hiszpańskojęzycznych odwiedzających Polskę. ",,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,,
"
Trzy świnki ",Zofia Stanecka,"
literatura młodzieżowa ",Muchomor,"
8389774046 ","
Napisana na nowo, współczesnym językiem znana opowieść o trzech świnkach i złym wilku. ",,"
2004-01-01 ","
2004-01-01 ","
24 ","
polski ",,,
"
Technologia warstw asfaltowych ",Krzysztof Błażejowski,"
technika ",Wydawnictwa Komunikacji i Łączności,"
83-206-1540-2 ",,,"
2004-01-01 ","
2004-01-01 ","
406 ","
polski ",,,"
Asfalt jest materiałem trudnym. Na tyle trudnym, że wielu od niego ucieka, kierując się w stronę materiałów łatwiejszych. Asfalt jest czarny. Tak czarny, że nieprzenikniony i kojarzący się nieuchronnie z ""czarną magią"". Część asfaltowa laboratorium drogowego najbardziej kojarzy się z laboratorium średniowiecznego maga i alchemika. "
"
NAJDEK - nasz przyjaciel pies ",Lidia Jesionek-Jędrak,"
powieść przygodowa ",Fundacja Źródła Życia,"
8387895210 ","
Czy poznałeś już smak prawdziwej przyjaźni? Ile byłbyś gotowy poświęcić dla swojego przyjaciela? Bohaterowie naszej baśniowo ilustrowanej historii wielokrotnie przekonali się, ile warta jest wierna przyjaźń.
Zapoznaj się zatem z Kasią, Filipem i znalezionym przez nich psem, a opowiedzą ci o swoich przygodach, w których zawsze towarzyszył im Niewidzialny Przyjaciel... ",,"
2004-01-01 ","
2004-01-01 ","
48 ","
polski ",,"

Książka, która pokazuje wartość prawdziwej przyjaźni.. 

Książka, która pokazuje wartość prawdziwej przyjaźni.. 



Pokaż mimo to


",
"
Tutte le poesie 1940-1953 ",Rocco Scotellaro,"
poezja ",Mondadori,"
9788804532347 ","
L'intera produzione poetica del precoce maestro del neo-realismo italiano, Rocco Scotellaro. Con l'introduzione di Maurizio Cucchi. ","
Tutte le poesie 1940-1953 ","
2004-01-01 ",,"
354 ","
włoski ",,,
"
Sztuczne Muszki ",Wojciech Węglarski,"
poradniki ",Dęby Rogalińskie,"
8391957748 ","
Kompendium wiedzy o wykonywaniu sztucznych muszek - przynęt wędkarskich, będących imitacją owadów.
Książka stanowi niezbędną pozycję w biblioteczce każdego muszkarza, szczegółowo przedstawia materiały, narzędzia i przybory oraz sposoby sporządzania much różnego zastosowania.
Niezastąpiony poradnik dla entuzjastów wędkarstwa muchowego oraz dla tych, którzy swą przygodę z wędkarstwem dopiero rozpoczynają. ","
Sztuczne Muszki ","
2004-01-01 ","
2004-01-01 ",,"
polski ",,"

Naprawdę świetna książka dla osób zaczynających przygodę z kręceniem własnych much. Można się z niej wiele nauczyć, niestety bolesna prawda jest taka, że w erze internetu dużo łatwiej podejrzeć wszystko na filmach niż na rysunkach lub zdjęciach. Nie wyobrażam sobie jednak, aby ta pozycja nie znalazła się na półce u prawdziwego polskiego muszkarza. 

Naprawdę świetna książka dla osób zaczynających przygodę z kręceniem własnych much. Można się z niej wiele nauczyć, niestety bolesna prawda jest taka, że w erze internetu dużo łatwiej podejrzeć wszystko na filmach niż na rysunkach lub zdjęciach. Nie wyobrażam sobie jednak, aby ta pozycja nie znalazła się na półce u prawdziwego polskiego muszkarza. 



Pokaż mimo to


",
"
1000 Rings: Inspiring Adornments for the Hand ",Marthe Le Van,"
albumy ",Lark Crafts,"
9781579905088 ","
Diverse, extensive, and incredibly beautiful, this awe-inspiring collection features the most magnificent rings ever. With designs that range from the traditional to the very avant-garde, each of the 1,000 examples is an exceptional work of art, finely crafted by the best contemporary jewelers. Rob Jackson mixes antique industrial elements (a 100-year-old wrought iron nail) with radiant 20-karat gold and a glowing ruby for a dynamic visual contrast. Tomomi Arat’s collection, Treasure from Under the Sea, captures the exoticism of ocean life: he uses pearls, enamel, and sand to create rings that look as if they were chiseled directly out of a coral reef. Among the prestigious artisans represented: Arline M. Fisch, Michael Zobel, Katja Prins, Paul Preston, and Bruce Metcalf. ",,"
2004-01-01 ",,"
416 ","
angielski ",,,
"
Słownik polsko-hiszpański z rozmówkami Minimum dla turysty ",praca zbiorowa,"
encyklopedie, słowniki ",Wydawnictwo WNT,"
9788320433227 ","
Minimum dla turysty. Słownik polsko-hiszpański z rozmówkami zawiera wybór przydatnych turystom terminów, uzupełniony przykładami często używanych zdań, podanymi w pobliżu odpowiednich hasłach. Terminy podano w kolejności alfabetycznej, a powtarzające się wyrazy zastąpiono znakiem ~. Przymiotniki zamieszczono z końcówkami rodzaju męskiego. W przypadkach, gdy istnieją dwie jednoznaczne formy terminu, pełna i skrócona, elementy, które mogą być pominięte, podano w nawiasach okrągłych. W nawiasach, kursywą, zamieszczono objaśnienia lub dopowiedzenia, kursywą podano też wyróżnienia gramatyczne. Odpowiedniki będące synonimami są oddzielone przecinkiem, odpowiedniki bliskoznaczne - średnikiem. Jeśli odpowiedniki dotyczą różnych znaczeń terminu polskiego, są oznaczone cyframi arabskimi. Przeznaczony jest dla turystów polskich wyjeżdżających do krajów hiszpańskojęzycznych, a także turystów hiszpańskojęzycznych odwiedzających Polskę. ",,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,,
"
Trzy świnki ",Zofia Stanecka,"
literatura młodzieżowa ",Muchomor,"
8389774046 ","
Napisana na nowo, współczesnym językiem znana opowieść o trzech świnkach i złym wilku. ",,"
2004-01-01 ","
2004-01-01 ","
24 ","
polski ",,,
"
Le Chant Des Stryges- 6- Existences ",Éric Corbeyran,"
komiksy ",Delcourt,"
9782847896145 ","
Washington DC. Les ingénieurs de la NSA parviennent à donner un sens au message des Stryges. Le général Corey déclenche alors une opération secrète destinée à découvrir l'origine de ces mystérieuses créatures. De son côté, l'Ombre échappe à un attentat meurtrier et rejoint Nivek au coeur de la jungle amazonienne où les attendent de fracassantes révélations. Une véritable descente aux enfers. ",,"
2004-01-01 ",,"
50 ","
francuski ",,,
"
Antologia mistyczna ",Marian Zawada OCD,"
religia ",Wydawnictwo Karmelitów Bosych,"
8373051074 ",,,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,,
"
Gramy w zielone i inne opowieści ",praca zbiorowa,"
wierszyki, piosenki ",Podsiedlik-Raniowski i Spółka,"
8373415629 ","
Spis treści:
Władysław Broniewski - Gramy w zielone
Renata Opala - Spacerek
Barbara Lewandowska - Smok o siedmiu imionach
Hanna Zdzitowiecka - Jeż
Danuta Wawiłow - Kociaczki
Irena Landau - O śwince-skarbonce
Danuta Wawiłow - Dziwna Marta
Dorota Gellner - Porwanie
Dorota Głośnicka - Sukienka biedronki
Wanda Chotomska - Spacer z psem
Anna Sójka - Niespodzianka biedronki
Wanda Chotomska - Zbójnicki
Laura Łącz - Już! ",,"
2004-01-01 ","
2000-01-01 ","
21 ","
polski ",,"

Czytałam w innym wydaniu, ale to chyba to. Fajne. :) 

Czytałam w innym wydaniu, ale to chyba to. Fajne. :) 



Pokaż mimo to


",
"
Językowe światy. Antologia sztuk francuskich (Tomy I-II) ",Margerita Krasnowolska,"
utwór dramatyczny (dramat, komedia, tragedia) ",Księgarnia Akademicka,"
8371887442 ","
Powstające dziś teksty dla teatru znacznie przekraczają ramy obowiązującego paradygmatu dramatu i dramatyczności, kwestionując nawet kanoniczne rozumienie Arystotelesowskiej mimesis. Gruntowne przemiany, które nadal się dokonują, wiążą się ze zmianą relacji między teatralnym przedstawieniem, sceniczną reprezentacją świata a samym światem. Trafnie ujął to Francis Ponge pisząc: ""Stawką nie jest przedstawienie świata, ale danie odpowiedzi na jego rzeczywistą obecność przez równą jej obecność słów, o tej samej intensywności; zarazem wieloznaczną i nie-znaczącą"". Radykalnie zmienia się kwestia wiarygodności scenicznego świata, dotąd gwarantowana jego ikonicznymi wyglądami, naśladowaniem międzyludzkich interakcji w logicznie powiązanych całościach, z klarownie rysującym się początkiem, środkiem i końcem. Teraz podstawą wiarygodności staje się coraz częściej doświadczenie ""tu i teraz""; doświadczenie słowa wprost wypowiadanego do nas z teatralnej sceny bez potrzeby stwarzania fikcji innego świata i postaci, z którymi możemy się identyfikować. Tym samym też coraz częściej zmieniamy się w teatrze z łakomych atrakcji widzów w uważnych słuchaczy. Brak tradycyjnie rozumianego widowiska nie oznacza wszakże automatycznie braku materiału do postrzegania, odczuwania i rozumienia. Po prostu dzisiejszy teatr, który nie chce już konkurować z innymi mediami w wiernym odtwarzaniu czy symulowaniu obrazów świata, powraca do swej prawdziwej istoty, czyli do jedynego w swoim rodzaju bezpośredniego kontaktu wykonawców i odbiorców oraz prawdziwego w swej materialności żywego ciała i oddechu, wypowiadanego ""tu i teraz"" słowa. Słowa, które na odmiennych zasadach powołuje do istnienia na scenie takie światy, które nie starają się reprezentować rzeczywistości, ale dać na nią odpowiedź, odpowiedź w słowie wieloznacznym i zarazem nie-znaczącym, otwierającym jedynie pewien potencjał możliwych znaczeń. Zebrane w antologii Językowe światy teksty to tylko wybrane przykłady tych przedstawionych inaczej teatralnych światów siedmiu współczesnych francuskich pisarzy. ""Odpowiednie dać światu słowo"" fragment ze wstępu do antologii. Małgorzata Sugiera . Michel Vinaver ""Zajęcie poszukiwane"", przekład Michał Bajer. Margueritte Duras ""Savannah Bay"", przekład Jolanta Sell . Noëlle Renaude ""Madame Ka"", przekład Tomasz Chomiszczak. Philippe Minyana ""Suita 1,2,3"", przekład Renata Niziołek i Ewa Bruzda. Mattei Visniec ""Paparazzi"", przekład Piotr Olkusz . David Lescot ""Mężczyzna, który zbankrutował"", przekład Piotr Olkusz. Hubert Colas ""Dosyt"", przekład Joanna Warsza. ",,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,,
"
Ostatni dzień Lwowa ",Jędrzej Majka,"
historia ",Nemrod,"
8392045009 ","
Książka ta najpierw była usłyszana. Opowiedzieli ją lwowiacy. Oczywiście, nie obeszło się przy tym bez dobrej czarnej kawy i aromatycznej nalewki. Mimo tragicznych losów zachowali w sobie pogodę ducha i nadzwyczajną gościnność.
„Ostatni dzień Lwowa” to siedem historii o ludziach, którzy musieli opuścić swoje miasto. Wielka historia przeplata się tu z drobiazgami codziennego życia. Całość ilustruje ponad 100 niepublikowanych dotąd fotografii. Pochodzą one z lwowskich archiwów oraz unikatowych zbiorów Adama Sas-Łabinowicza. ",,"
2004-01-01 ","
2004-01-01 ","
184 ","
polski ",,"

Opowieści jak elementy układanki. Z pozoru każda inna. Po przeczytaniu tworzą wielowątkową, dopełniającą się całość. Historie opowiedziane przez Polaków, których rodziny mieszkały we Lwowie przed wojną, mieszkały i walczyły z okupantami, a po zakończeniu wojny niejednokrotnie musiały opuścić ukochane miasto. Obrazki z życia wielonarodwoej społeczności lwowskiej. Społeczności, która potrafiła cieszyć się życiem, a w chwilach grozy zjednoczyć się podejmując różne działania strategiczne, dywersyjne. Społeczności, która musiała wykazać się kreatywnością i dobrze pojętą przebiegłością, aby przetrwać. Poznajemy młodych ludzi, którzy w momencie wybuchu II wojny światowej dopiero wchodzili w dorosłe życie. Musieli szybko dojrzeć. I choć ich działania mogły wydawać się szalone, to w rzeczywistości były wyrazem patriotyzmu i odpowiedzialności. W ich opowieściach wielkie wydarzenia przeplatają się z prozą codziennego życia. Jednak i tu widoczne jest charakterystyczne dla lwowiaków poczucie humoru, umiejętność patrzenia na siebie i otaczający świat z przymrużeniem oka a jednocześnie z szacunkiem. Kochali to miasto, pozostali mu wierni, lecz tylko nieliczni mogli w nim pozostać. Dodatkowym atutem są liczne fotografie ukazujące miasto i jego mieszkańców w opisywanym okresie. 

Opowieści jak elementy układanki. Z pozoru każda inna. Po przeczytaniu tworzą wielowątkową, dopełniającą się całość. Historie opowiedziane przez Polaków, których rodziny mieszkały we Lwowie przed wojną, mieszkały i walczyły z okupantami, a po zakończeniu wojny niejednokrotnie musiały opuścić ukochane miasto. Obrazki z życia wielonarodwoej społeczności lwowskiej.... 

więcej



mniej





Pokaż mimo to


",
"
Britney Spears. A Short Biography ",Ryszard Wolański,"
biografia, autobiografia, pamiętnik ",Felberg SJA,"
8388667319 ","
Britney is pretty. She has a great body. She can dance very well. Her voice is perhaps not her strongest point but it's quite characteristic. She responds well to the needs of the audience.

FELBERG REAL LIFE STORIES is a series for intermediate students of English. Each book contains a short biography of a star. ","
Britney Spears. A Short Biography ","
2004-01-01 ",,,"
angielski ",,,
"
Bite Club #6 - Good Friday, Bloody Sunday ",Howard Chaykin,"
komiksy ",Vertigo,,"
The Del Toro Family Saga comes to an explosive climax. Leto’s leadership of the vampire mafia is challenged, Risa reveals her feminine side, and the shadowy figure who’s been manipulating events since Eduardo’s murder steps into the light. Get ready for a gun-packing surprise ending that no one saw coming. ",,"
2004-01-01 ",,,"
angielski ",,,
"
Modele człowieka propagowane w wybranych czasopismach młodzieżowych. Analiza antropologiczno-etyczna ",Piotr T. Nowakowski,"
nauki społeczne (psychologia, socjologia, itd.) ",Maternus Media,"
8391242943 ","
Pisma przeznaczone dla młodzieży odgrywają ważną rolę ze względu na cechy swej publiczności, którą stanowi pokolenie dopiero wkraczające w dorosłe życie. Pojawiają się tym samym liczne kontrowersje i pytania. Osoby odpowiedzialne za wychowanie zastanawiają się między innymi nad kwestią: na ile owe media odgrywają pozytywną rolę – preferują ambitną twórczość, realizują funkcje edukacyjne i kształcą charakter, w jakim zaś stopniu sprzyjają degradacji umysłowej i moralnej młodych czytelników.

Piotr Tomasz Nowakowski próbuje odpowiedzieć na pytanie, jakie normy i wartości moralne są propagowane w czasopismach młodzieżowych. W analizie opiera się na dziesięciu tytułach: „Bravo”, „Bravo Girl!”, „Click!”, „Droga”, „Dziewczyna”, „Mały Gość Niedzielny”, „Mega Sport”, „Płomyczek”, „Popcorn” oraz „Victor Gimnazjalista”. Punktem odniesienia dla rozważań autora są doświadczenia klasycznej myśli filozoficznej, a wnioski z badań – nie zawsze optymistyczne – znajdują dopełnienie w praktycznych wskazaniach etyczno-wychowawczych.

Wymiar pedagogiczny pracy koncentruje się na wychowawczej roli prawdy obiektywnej oraz wartości z nią związanych. Są one niestety obecne tylko w aksjologii nielicznych, zwłaszcza katolickich, czasopism. Przyczyną współczesnego kryzysu światopoglądowego młodzieży jest brak takich wartości w kulturze młodzieżowej, a także propagacja kontrwartości, na przykład subiektywizmu i relatywizmu, która musi prowadzić do nieefektywności wychowawczej. Rozprawa może znakomicie służyć jako pomoc dla pedagogów i duszpasterzy – zarówno w aspekcie doboru czasopism, jak i aksjologicznego ukierunkowania praktyki wychowawczej.
dr hab. Wojciech Chudy, prof. KUL ",,"
2004-01-01 ","
2004-01-01 ","
384 ","
polski ",,,
"
Katalogi biskupów poznańskich ",Jacek Wiesiołowski,"
powieść historyczna ",Wydawnictwo Miejskie Posnania,"
8389525267 ",,,"
2004-01-01 ","
2004-01-01 ","
223 ","
polski ",,"

nie mogę wydać opini ponieważ nie czytałem tej książki 

nie mogę wydać opini ponieważ nie czytałem tej książki 

Oznaczone jako spoiler 

Pokaż mimo to


",
"
Staszek, pies i czasonauci ",Irena Landau,"
literatura dziecięca ",Jaworski,"
8388797522 ","
Ten chłopiec strasznie zbladł i Basia pomyślała, że za chwilę zemdleje. Ale Staszek nie mdlał, tylko gapił się na tę dziewczynkę, a potem czując znowu miękkość w kolanach, usiadł na jakiejś wypaczonej płytce z chodnika i rozejrzał się dookoła. Jeżeli nie było trzęsienia ziemi, a chyba nie było, bo Warszawa nie leży na terenach sejsmicznych, to ta Basia ma rację. Chociaż podróż w czasie wcale, ale to wcale nie była bardziej zrozumiała. Skąd, była sto razy dziwniejsza! Owszem, Staszek czytał różne książki na ten temat, ale co innego fantastyka, a co innego rzeczywistość. Może śni? ",,"
2004-01-01 ","
2004-01-01 ","
183 ","
polski ",,,
"
Credit Scoring - Metoda zarządzania ryzykiem kredytowym ",Anna Matuszyk,"
biznes, finanse ",CeDeWu,"
8387885657 ","
Książka jest pozycją potrzebną i użyteczną. Stanowi kompendium wiedzy na temat metody credit scoring. zaletą książki jest powiązanie teorii z zagadnieniami praktycznymi, przykładami obrazującymi zastosowanie konkretnych metod scoringowych, porównanie skuteczności modeli scoringowych w zależności od ich rodzaju, a także przytoczenie modeli scoringowych dostępnych na rynku. prof. Krzysztof Opolski, WNE Uniwersytet Warszawski. ",,"
2004-01-01 ","
2004-01-01 ","
200 ","
polski ",,,
"
Widziane z Franciszkańskiej ",Franciszek Macharski,"
religia ",Wydawnictwo św. Stanisława BM,"
8388971816 ",,"
Widziane z Franciszkanskiej. Wywiad z kardynałem Franciszkiem Macharskim. ","
2004-01-01 ","
 2004-01-01 ","
236 ","
polski ",,"

Mnie osobiście bardzo brakuje kardynała Franciszka Macharskiego. Był to jeden z największych autorytetów polskiego kościoła. Nigdy nie zapomnę jak kardynał wspierał Polaków po śmierci Jana Pawła 2. Był wtedy jak ojciec. W książce pada wiele odpowiedzi na wiele trudnych pytań. Powstała przy okazji wywiadów telewizyjnych z księdzem kardynałem. Mnie trochę brakuje tej inicjatywie tej magii jego głosu... 

Mnie osobiście bardzo brakuje kardynała Franciszka Macharskiego. Był to jeden z największych autorytetów polskiego kościoła. Nigdy nie zapomnę jak kardynał wspierał Polaków po śmierci Jana Pawła 2. Był wtedy jak ojciec. W książce pada wiele odpowiedzi na wiele trudnych pytań. Powstała przy okazji wywiadów telewizyjnych z księdzem kardynałem. Mnie trochę brakuje tej... 

więcej



mniej





Pokaż mimo to


;

Bardzo ciekawy czlowiek 

Bardzo ciekawy czlowiek 

Oznaczone jako spoiler 

Pokaż mimo to


",
"
Siedem filarów dobrego życia ",Mitch Finley,"
poradniki ",WAM,"
8373183701 ","
Jest to wnikliwa analiza zagadnienia, przedstawiająca strategię, która ma pokazać, w jaki sposób na co dzień można skorzystać z siedmiu kluczowych cnót, rozumianych jako filary postępowania człowieka i jego życia religijnego. ","
The Catholic Virtues. Seven fillars of Good Life ","
2004-01-01 ","
2004-01-01 ","
148 ","
polski ","
Elżbieta Kopacz ",,"
Kiedy mówimy o katolickich cnotach - teologalnych cnotach: wiary, nadziei i miłości oraz o cnotach kardynalnych: roztropności, sprawiedliwości, męstwa i wstrzemięźliwości - mówimy o sednie naszego codziennego życia, życia i zjednoczenia z Bogiem. "
"
Międzywojenna Polska Myśl Narodowa ",Ulrich Schrade,"
filozofia, etyka ",Arcana,"
8389243512 ","
Autor omawia poglądy Henryka Elzenberga, Romana Dmowskiego, o. Innocentego Marii Bocheńskiego, Tadeusza Kotarbińskiego, Mieczysława Niedziałkowskiego i Róży Luxemburg poświęcone tym kwestiom. Książka uderza różnorodnością ujęcia i bogactwem problematyki związanej z narodem, państwem i ojczyzną. Różnorodność opcji będących podstawą rozpatrywania i ujęcia analizowanej problematyki obejmuje następujące stanowiska filozoficzne: perfekcjonizm antropologiczny (naród jako narzędzie doskonalenia człowieka), idealizm ewolucjonistyczny ( naród jako realizator chwały Bożej i Ojczyzny), tomizm (naród jako odblask chwały Bożej), filozofia analityczna (naród jako nosiciel wartości ogólnodemokratycznych), neopozytywizm (naród jako źródło konfliktów międzyludzkich), rewizjonizm marksistowski (naród jako nosiciel wartości ponadklaso-wych) i wreszcie marksizm (naród jako mieszczańska fikcja ideologiczna). W okresie międzywojennym dojrzałą myśl narodową reprezentowała polska prawica; myśl lewicowa zadowalała się czysto kulturowym pojmowaniem narodu. [...] Dziś absolutnie suwerennych politycznie i kulturowo jest zaledwie kilka państw na świecie, ale i one podlegają silnej presji ze strony zwolenników ujednolicenia ludzkości dążących do zatarcia wszelkich różnic między narodami. Integracja i globalizacja nie zagrażają jednak istnieniu narodów, gdyż procesom tym brak jakiejkolwiek ponadnarodowej idei wspólnotowej. Autor przewiduje, że po osiągnięciu pewnego stopnia ujednolicenia nastąpi ""przebudzenie się narodów"" i ponowne zróżnicowanie ludzkości. Wspólnotowy charakter ludzkiego istnienia jest bowiem fenomenem antropologicznym, a nie tylko polityczno-kulturowym. ULRICH SCHRADE (ur. 1943) w latach 1961-66 studiował pod kierunkiem prof. Bolesława Kasprowicza na Wydziale Morskim WSE w Sopocie; w latach 1966-69 pracował przy budowie Olsztyńskich Zakładów Opon Samochodowych; w latach 1969-1974 odbywał studia doktoranckie pod kierunkiem prof. Bogusława Wolniewicza na Wydziale Nauk Społecznych (później Wydział Filozofii i Socjologii) Uniwersytetu Warszawskiego. Od 1974 roku pracuje w Kolegium Nauk Społecznych i Administracji Politechniki Warszawskiej. Opublikował m.in.: Idea humanizmu w świetle aksjologii Henryka Elzenberga (1986), Etyka. Główne systemy (1992), Nurty filozofii współczesnej (dwa wydania 1997, 2003). Trzonem jego zainteresowań są problemy szeroko ujętej antropologii i aksjologii oraz pedagogiki. Jest profesorem Politechniki Warszawskiej i skarbnikiem Zarządu Głównego Polskiego Towarzystwa Filozoficznego. W czasach rozchwiania się wszelkich wspólnot, w tym także wspólnoty narodowej, książka Międzywojenna polska myśl narodowa ukazuje teoretyczne zmagania polskich myślicieli okresu II Rzeczpospolitej z problematyką narodu, państwa i ojczyzny. Autor omawia poglądy Henryka Elzenberga, Romana Dmowskiego, o. Innocentego Marii Bocheńskiego, Tadeusza Kotarbińskiego, Mieczysława Niedziałkowskiego i Róży Luxemburg poświęcone tym kwestiom. Książka uderza różnorodnością ujęcia i bogactwem problematyki związanej z narodem, państwem i ojczyzną. Różnorodność opcji będących podstawą rozpatrywania i ujęcia analizowanej problematyki obejmuje następujące stanowiska filozoficzne: perfekcjonizm antropologiczny (naród jako narzędzie doskonalenia człowieka), idealizm ewolucjonistyczny ( naród jako realizator chwały Bożej i Ojczyzny), tomizm (naród jako odblask chwały Bożej), filozofia analityczna (naród jako nosiciel wartości ogólnodemokratycznych), neopozytywizm (naród jako źródło konfliktów międzyludzkich), rewizjonizm marksistowski (naród jako nosiciel wartości ponadklaso-wych) i wreszcie marksizm (naród jako mieszczańska fikcja ideologiczna). W okresie międzywojennym dojrzałą myśl narodową reprezentowała polska prawica; myśl lewicowa zadowalała się czysto kulturowym pojmowaniem narodu. ","
Międzywojenna Polska Myśl Narodowa ","
2004-01-01 ","
2004-01-01 ","
328 ","
polski ",,,
"
Piotruś boi się duchów ",Sandrine Deredel Rogeon,"
literatura dziecięca ",Amber,"
8324118233 ",,,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,,
"
Zapałka. Bezpieczny świat ",Barbara Ciemska,"
literatura dziecięca ",Rea,"
8371416342 ","
Książeczka zawiera wierszyk o lekkomyślnym kotku, który bawił się zapałkami i tylko dzięki piłeczce nie wywołał pożaru. ",,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,"

Zapałka + kotek = pożar 

Zapałka + kotek = pożar 



Pokaż mimo to


",
"
Punisher Vol.4 #35 ",Garth Ennis,"
komiksy ",Marvel Comics,,,"
PUNISHER (2001) #35 ","
2004-01-01 ",,"
24 ","
angielski ",,,
"
Nowele, opowiadania, drobiazgi ",Bolesław Prus,"
klasyka ",Świat Książki,"
837311792X ","
Nowele i opowiadania Bolesława Prusa w wyborze Jana Tomkowskiego.
Groteski:
""Z notatek hreczkosieja""
""Kłopoty redaktora""
""Pan Dudkowski i jego folwark""
""Z wypracowań małego Frania""
Portrety:
""Katarynka""
""Antek""
""Michałko""
""Dziwni ludzie""
Obserwacje:
""Szkatułka babki""
""Kamizelka""
""W górach""
Studia:
""Powracająca fala""
""Omyłka""
Przypowieści:
""Filozof i prostak""
""On""
""Z legend dawnego Egiptu""
""Zemsta""
Zagadki:
""Cienie""
""Historia nieprawdopodobna""
""Widziadła""
""Skarb zakopany""
""Nic nie ginie!""
Posłowie Jana Tomkowskiego: ""Facecje i koszmary"" ",,"
2004-01-01 ","
2004-01-01 ","
464  ","
polski ",,,
"
Jak rozpocząć partię szachową. Część C: Debiuty zamknięte ",MirosЕӮawa Litmanowicz,"
hobby ","Wydawnictwo Szachowe ""Penelopa""","
8386407379 ","
Trzecia czeЕӣДҮ serii ""Jak rozpoczД…ДҮ partiДҷ szachowД…"" poЕӣwiДҷcona zostaЕӮa debiutom zamkniДҷtym. DoskonaЕӮa ksiД…Ејka do nauki debiutГіw, autorka omawia poszczegГіlne otwarcia, wskazujД… gЕӮГіwne plany gry. Pozycja takie debiuty jak: gambit hetmaЕ„ski przyjДҷty oraz nieprzyjДҷty, obronДҷ sЕӮowiaЕ„skД…, obronДҷ Nimzowitscha, obronДҷ Grunfelda, obronДҷ krГіlewsko-indyjskД…, obronДҷ hetmaЕ„sko-indyjskД…, obronДҷ Benoni, oraz obronДҷ holenderskД… i partiДҷ angielskД…. ",,"
2004-01-01 ","
2004-01-01 ",,,,,
"
Złote myśli ",Adam Mickiewicz,"
poezja ",Ad Oculos,"
8387907766 ",,,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,"

Mickiewicz zupełnie to nie mój typ... Niestety 

Mickiewicz zupełnie to nie mój typ... Niestety 



Pokaż mimo to


",
"
Jacques Lacan. Śmierć intelektualnego bohatera ",Stuart Schneiderman,"
nauki społeczne (psychologia, socjologia, itd.) ",Wydawnictwo Andrzej Żórawski,,"
Jacques Lacan żył osiemdziesiąt burzliwych lat i zrobił znaczącą karierę mówiąc rzeczy, których niemal nikt nie rozumiał. Sprowokował całą serię zażartych kłótni wewnątrz świata psychoanalizy, które to kłótnie doprowadziły w latach 60. do wykluczenia go z Międzynarodowego Stowarzyszenia Psychoanalitycznego (IPA). Pozbawiony zawodowego uznania i światowych aren, Lacan ograniczony został do bycia obrazoburcą Paryża. Założył tam własną szkołę freudowską, a wśród jego przyjaciół byli Maurice Merleau-Ponty, Alberto Giacometti, Andre Malraux, Roman Jakobson, Claude Levi-strauss, Salvador Dali, Pablo Picasso i Jean-Paul Sartre. ",,"
2004-01-01 ","
2004-01-01 ","
184 ","
polski ",,,
